test,model,scenario,trial,phase1,prediction,phase2,explanation,judge_response,sub_scores_REFERENCES_VIOLATION,sub_scores_COHERENCE,sub_scores_NON_POSTHOC,score
8_world_model,claude-opus-4-6,date,4,"two people meet at a coffee shop for their first date arranged through a dating app. they smile at each other, sit down with their drinks, and start chatting. predict the next 5 minutes.","Here's a plausible next five minutes:

They both laugh a little too quickly at something small — maybe a comment about the line, or the weather, or how the place was hard to find. It's that first-date energy where everything feels slightly electric and slightly awkward at the same time. One of them says ""so…"" with a grin, acknowledging the elephant in the room: they've been texting for days but this is the first time they're hearing each other's actual voices.

They probably cover the basics they already half-know from the app but revisit anyway, because it feels different in person. ""So you really do rock climbing?"" It's partly genuine curiosity, partly just wanting to hear the other person talk while they study their face, their gestures, the way they hold their cup. There's a lot of quick eye contact followed by glancing away.

Someone brings up something funny or slightly self-deprecating — a bad date story, a joke about their own profile photo, an admission that they changed outfits three times before coming. It lands well. The other person relaxes visibly, uncrosses their arms or leans forward a little.

By around minute three or four, the conversation finds a groove. They stumble onto a shared opinion or experience — a show they both watched, a neighborhood they both lived in, a mutual dislike of something oddly specific. There's a moment of ""wait, really?"" and it feels like a small discovery. The rhythm of the conversation shifts from polite volleys to something more natural, where they're occasionally interrupting each other and not minding.

By minute five, the drinks are half-finished and neither person has checked their phone. One of them is mid-story, gesturing a little more than they normally would, and the other is listening with the kind of attention that says: *okay, I'm glad I came.*","after exactly 30 seconds, one person stands up and walks out. give 3 explanations.","Three explanations for a sudden exit thirty seconds in:

**They recognized the person.** Not from the app — from real life. An ex's friend, a coworker from a job they left badly, their therapist's receptionist, someone they ghosted two years ago. The smile freezes, the mental math takes about ten seconds, and then they mutter something about forgetting something in their car and just… don't come back. It's not about the date anymore; it's about the collision of two worlds that were supposed to stay separate.

**Something was immediately, viscerally off.** Maybe the person looks nothing like their photos — not in a minor, forgivable way, but in a way that signals deliberate deception. Or maybe they opened with something that crossed a line instantly: a comment that was too familiar, too possessive, or revealed a dealbreaker that somehow never came up in messaging. Thirty seconds was enough to know that staying would be a mistake, and they decided they'd rather be rude than trapped.

**It had nothing to do with the date at all.** Their phone buzzed in their pocket during those first thirty seconds — a text from a family member, a call from a number they recognized, a notification that hit like a punch. A parent in the ER, a dog that got out, a childcare emergency. They stood up already half-gone mentally, said something like ""I'm so sorry, I have to go,"" and meant it. The person left sitting there spends the next ten minutes unsure whether they just got ditched or witnessed a genuine crisis, and checks their phone to see if a follow-up text comes.","REFERENCES_VIOLATION: 6
COHERENCE: 9
NON_POSTHOC: 7",6,9,7,7.5
8_world_model,claude-opus-4-6,boardroom,0,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","Sure, here's a plausible next ten minutes:

She pulls up the first slide — a high-level summary of revenue, margin, and a couple of headline KPIs — and spends about a minute framing the quarter: market conditions, any macro headwinds, maybe a quick nod to something the team shipped. Tone-setting, essentially. ""Strong quarter despite X"" or ""mixed results, but here's the context.""

Then she moves into revenue. Actual vs. forecast, year-over-year growth, maybe a breakout by segment or geography. If the numbers are good she lingers here, lets the chart do the talking. If they're soft she moves briskly and pivots to the *why* — a delayed deal, a one-time headwind, currency effects. Someone from the CFO's side of the table might interject with a clarifying detail. A board member asks a question — probably about pipeline or whether a shortfall is structural or timing. She fields it, maybe defers part of it to the CFO or CRO with a glance.

Around the four- or five-minute mark she's into profitability — gross margin, operating expenses, EBITDA or operating income depending on the company's preferred lens. If there was a big hire wave or an infrastructure investment she flags it here and frames it as intentional. A board member might push on burn rate or when a particular cost line is expected to normalize.

By minute seven or eight she's shifting to forward-looking material: updated guidance, next quarter's priorities, maybe a key product launch or market expansion on the horizon. This is where the energy in the room picks up a little — people lean forward, side conversations quiet down, because this is where capital allocation and strategic bets live.

Around minute nine or ten she's either wrapping the formal deck with a ""before I hand it to [CFO/COO]…"" transition, or she's landed on a single slide that frames the one or two decisions the board will need to weigh during the meeting — an acquisition, a funding round, a restructuring. She pauses, looks up from the laptop, reads the room, and asks if there are questions before moving on.

The whole thing has the rhythm of a well-rehearsed performance that's trying not to look rehearsed — confident enough to project control, loose enough to take a detour when a board member's question deserves a real answer rather than a ""we'll cover that later.""",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"Three explanations:

**She's been offered something she can't turn down.** A former board member or peer CEO recruited her for a bigger role — maybe a company she's always wanted to run, or a once-in-a-career opportunity that came together in the last few weeks. She opened the laptop out of habit or as a feint toward normalcy, then realized there's no point performing the quarterly ritual when the real news makes everything else irrelevant. The resignation is amicable. She probably has a succession recommendation ready and will offer to stay through a transition. The closing of the laptop is almost apologetic — *I know you came prepared for one meeting, but we're having a different one.*

**The numbers are catastrophic and she's taking the fall before she's pushed.** She looked at the deck one last time, maybe even that morning, and decided she'd rather resign on her own terms than present results that would trigger the board to manage her out over the next 60 days anyway. Closing the laptop is the tell — she's not showing the slides because the slides are the *reason*. Could be a massive revenue miss, a fraud discovered in a subsidiary, a regulatory action she knew was coming. By resigning before presenting, she controls the narrative: she fell on the sword rather than being fired over a spreadsheet. Her lawyer probably reviewed her separation terms that morning.

**It's personal, not professional.** A health diagnosis, a family crisis, something that reordered her priorities in a way that makes the quarterly deck feel absurd. She walked in intending to push through the presentation and couldn't do it — the contrast between the gravity of what she's carrying and the banality of an EBITDA waterfall chart was too much. The laptop closing is involuntary, almost physical, like she can't pretend for one more slide. The room goes quiet not because of what she said but because of how she said it. The board members who know her well already look concerned before she finishes the sentence.","REFERENCES_VIOLATION: 8
COHERENCE: 9
NON_POSTHOC: 8",8,9,8,8.4
8_world_model,claude-opus-4-6,boardroom,1,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","Sure, here's a plausible next ten minutes:

She clicks to the first slide — the executive summary — and reads the room while giving the headline numbers: revenue, EBITDA, net income, year-over-year change. If the quarter was strong she lingers here, letting the numbers land; if it was soft she moves quickly to context.

Slide two or three is usually revenue broken out by segment or region. She narrates the story behind the biggest movers — a product launch that pulled forward demand, a geography that underperformed because of currency or a delayed contract. A couple of executives nod; the head of the lagging unit shifts in their seat or jumps in with a one-sentence explanation. She acknowledges it without dwelling.

Around minute four she hits margins and costs. If there's a miss, this is where the CFO gets a glance or a direct handoff: ""Raj, do you want to take this one?"" The CFO walks through the bridge — what drove costs up or down relative to plan. Someone asks a clarifying question about a one-time charge or a reclassification. Thirty seconds of back-and-forth, then she retakes the narrative.

By minute six she's into the forward-looking section: pipeline, bookings, guidance. This is where engagement spikes. The head of sales may cite a deal that's expected to close. The board-facing executives are mentally mapping these numbers against the annual plan and their own teams' targets. A couple of people are typing notes.

Minutes eight and nine are strategic priorities or a spotlight topic she's chosen — maybe an update on a product roadmap, a competitive move, or a hiring plan. This is her chance to frame the quarter not just as results but as progress on a longer arc.

By minute ten she's wrapping the formal walk-through and opening the floor: ""Before we go deeper on any section, what questions are top of mind?"" A beat of silence, then the first hand goes up — almost always about guidance assumptions or the one line item that looked anomalous. And that kicks off the real conversation.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"Three explanations for the abrupt pivot:

**She's been recruited and the timing is strategic.** She came prepared to present the quarter because she wanted the board to see the numbers land under her leadership one last time — a strong quarter makes her departure look like she's leaving on top rather than running from trouble. The laptop close is theatrical by design: she wants the room focused on her face, not a slide, when she delivers the news. She likely has a competing offer from a larger company or a major PE-backed venture, and her contract requires formal notification to the board. She chose the quarterly meeting because every decision-maker is already in the room, avoiding a messy chain of calls and leaks.

**She's protecting herself from what's coming.** She saw something in the numbers — or behind the numbers — that hasn't surfaced yet: an accounting irregularity, a regulatory exposure, a deal that's about to unravel. Presenting the results and then resigning in the same meeting lets her say she fulfilled her disclosure obligations while getting out before the fallout attaches to her personally. The laptop close is instinctive: she doesn't want to be standing next to a slide that will later be Exhibit A in a lawsuit or SEC inquiry. Her resignation letter, almost certainly already with legal counsel, is carefully worded to avoid admitting knowledge while not concealing it either.

**It's personal and she's done deliberating.** A health diagnosis, a family crisis, burnout that hit a breaking point — something outside the building that made the job suddenly feel untenable. She opened the laptop out of habit or obligation, then realized in that moment she couldn't perform the ritual one more time. The abruptness isn't strategy; it's someone who made a private decision days ago and has been white-knuckling through the motions until she could say it out loud to the people who need to hear it. The fact that she came to the meeting at all, rather than sending a letter, suggests she respects the room enough to do it face to face, even if she can't bring herself to do it gradually.","REFERENCES_VIOLATION: 7
COHERENCE: 9
NON_POSTHOC: 8",7,9,8,8.1
8_world_model,claude-opus-4-6,boardroom,2,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","Sure, here's a plausible sketch of the next ten minutes:

She clicks to the first slide — a high-level summary — and sets the tone: ""Overall we came in above plan on revenue, but there are a couple of lines I want to unpack."" The CFO, seated to her left, already has the backup deck open on his own laptop, ready if anyone asks for the granular numbers.

She moves through two or three slides covering top-line revenue, gross margin, and operating expenses, narrating the highlights rather than reading bullet points. When she hits the revenue-by-segment slide, the head of sales jumps in with brief color on a large deal that closed late in the quarter, and she lets the aside run for about thirty seconds before steering back.

Around the four-minute mark she lands on the miss — maybe a product line that under-performed or a region that lagged forecast. She frames it honestly (""we're behind where we said we'd be"") and pivots quickly to the diagnosis: supply-chain delays, a delayed launch, competitive pressure, whatever applies. A board member or two leans forward; one asks a pointed follow-up. The CFO pulls up a supporting table. She answers directly, acknowledges what she doesn't yet know, and commits to a written update within two weeks.

By minute six or seven she's onto the forward-looking section: pipeline, bookings trajectory, headcount plan, one or two strategic bets she wants the room to be aware of. The energy shifts from retrospective to planning. Someone asks about a competitive move they read about; she gives a concise take and offers to schedule a deeper session.

Around minute nine she summarizes the three things she wants the executives aligned on leaving the room — the short list of priorities for the coming quarter — and asks if there are any final questions before she moves to the next agenda item. A brief silence, a couple of nods, maybe one last clarifying question, and by the ten-minute mark she's transitioning: ""Good. Next, I'd like Sarah to walk us through the product roadmap.""

Nothing dramatic — just a well-run ten minutes of a leader who knows the numbers, owns the shortfalls, and keeps the room focused.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"That's a sharp turn. Three explanations that fit the details — she walked in composed, greeted everyone normally, opened the laptop, then shut it and resigned:

**She'd already made the decision and the laptop was a false start.** She came in intending to resign but muscle memory (or a desire to seem normal for a few seconds longer) carried her through the usual routine. Opening the laptop was almost reflexive. Then she caught herself — she's not here to present numbers she'll no longer own — closed it, and said what she actually came to say. The greeting and the laptop were a last moment of inhabiting the role before stepping out of it.

**The quarterly results themselves are the reason.** She opened the laptop, saw the dashboard or the first slide, and something crystallized. Maybe the numbers are catastrophic and she knows the board will demand her resignation anyway. Maybe she's been carrying a disclosure — a restatement, a compliance issue, a fraud she just discovered — and in that moment decided she'd rather resign than present figures she can't stand behind. Closing the laptop is a refusal to narrate a story she no longer believes in.

**Something arrived in the last few seconds.** Between greeting the room and sitting down, she glanced at a message — a text, a Slack notification, an email that loaded when the laptop connected to Wi-Fi. It could be personal (a health diagnosis, a family emergency) or professional (a board member tipped her off that she's about to be fired, an acquisition she was counting on just fell through). The laptop closing is her realizing that whatever she planned to say no longer matters. She's redirecting the room's attention to the only thing that does.

Each version hinges on the same physical beat — open, close — but for very different reasons: premeditated resolve, a moral line crossed, or new information arriving at the worst possible moment.","REFERENCES_VIOLATION: 8
COHERENCE: 9
NON_POSTHOC: 7",8,9,7,8.1
8_world_model,claude-opus-4-6,boardroom,3,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","Sure, here's a plausible next ten minutes:

She clicks to the first slide — the executive summary — and reads the room while delivering the headline numbers: revenue, margin, and growth versus forecast. There's a brief pause as people absorb whether the quarter landed above or below plan; the energy in the room shifts accordingly.

She moves through two or three slides covering revenue by segment or geography, narrating the story behind the numbers rather than reading them verbatim. A couple of executives glance at their own printed copies or tablets, flipping ahead. The CFO, seated nearby, occasionally nods or adds a clarifying data point when she looks their way — they've rehearsed this.

Around the four-minute mark someone asks the first question, probably about a line item that moved unexpectedly: a region that underperformed, a product that surprised on the upside, or a cost center that spiked. She answers directly or defers to the relevant division head sitting at the table, who gives thirty seconds of context. The conversation briefly threatens to become a sidebar; she acknowledges it, suggests parking it for the deep-dive later, and clicks forward.

By minute six or seven she's onto the forward-looking section — pipeline, guidance, strategic initiatives for next quarter. The tone shifts from reporting to planning. Questions here are more speculative and opinion-driven: ""Are we confident in that assumption?"" or ""What's the risk if X doesn't close?"" A couple of cross-talk exchanges happen between the COO and the head of sales.

Around minute nine she summarizes the three or four things she wants the team aligned on coming out of the meeting — key priorities, open decisions, owners. She glances at the clock or her agenda and sets up whatever's next: ""Let's go deeper on the cost structure"" or ""I want to hand it to [name] for the product roadmap.""

At the ten-minute mark the room is mid-transition — some people are refilling coffee, someone's pulling up their own deck, and the conversation has moved from broadcast mode into working-session mode.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"Three explanations for the abrupt pivot:

**A principled exit.** She's been in a quiet dispute with the board — over strategy, ethics, or a decision she finds untenable (a merger she opposes, pressure to misrepresent numbers, a direction she believes will harm the company long-term). She used the quarterly meeting as the stage deliberately: every decision-maker is in the room, there's no ambiguity about the message, and the results she's about to present are strong enough that no one can frame the departure as fleeing a sinking ship. The laptop closing is punctuation — she's not here to discuss the quarter, she's here to make a statement. She likely has a resignation letter already with the board chair and legal counsel already informed as of that morning.

**She's been recruited and the timing is forced.** A competitor or a major opportunity (PE-backed venture, government role, a company she's long wanted to lead) gave her a hard deadline to accept. She planned to finish the quarter cleanly, deliver the results as a final act of stewardship, and then announce before the news leaks from the other side. Closing the laptop signals that the numbers speak for themselves and she doesn't want the resignation to be tangled up in a line-by-line discussion of Q3. She's trying to control the narrative: *I'm leaving from a position of strength, not weakness.*

**A personal or health reason she's kept private.** Something in her life has changed — a diagnosis, a family crisis, burnout that's reached a breaking point — and she's decided she can't sustain the role. She opened the laptop almost out of muscle memory, then realized she couldn't perform the ritual one more time. The abruptness isn't strategic theater; it's someone who rehearsed a graceful transition in her head but, in the moment, found she just needed to say it and sit down. The closing of the laptop is less a power move and more an admission that the professional script she's followed for years no longer fits.","REFERENCES_VIOLATION: 7
COHERENCE: 9
NON_POSTHOC: 8",7,9,8,8.1
8_world_model,claude-opus-4-6,boardroom,4,"a CEO walks into the boardroom, greets the executives, and opens her laptop to present quarterly results. predict the next 10 minutes.","Sure, here's a plausible next ten minutes:

She pulls up the first slide — a high-level summary with revenue, EBITDA, and a few KPIs color-coded green or amber. She reads the room for a beat, then gives a brief framing statement: ""Strong quarter overall, a few areas we need to dig into."" This sets the tone — confident but not dismissive of problems.

She moves through revenue by segment. One division outperformed; she lingers there just long enough to credit the team lead by name, making brief eye contact with that person. Another segment missed forecast. She doesn't skip it or bury it — she names the gap plainly, attributes it to a specific cause (a delayed product launch, a lost contract, a pricing headwind), and pivots to what's being done about it. A couple of executives shift in their seats during this part.

Around minute four or five, the CFO jumps in with a clarifying point on margins — maybe gross margin expanded but operating margin compressed because of a hiring push or a one-time expense. The CEO lets him talk, nods, and builds on his point rather than redirecting. This is rehearsed; they aligned before the meeting.

By minute six she's on the forward-looking slide: pipeline, guidance, strategic priorities for next quarter. The energy in the room picks up slightly — this is the part people actually care about because it affects their own teams' budgets and headcount. Someone asks a pointed question about whether a planned investment is still happening given the miss in that one segment. She gives a direct yes or no, then a one-sentence rationale. She doesn't over-explain, which signals the decision is already made.

Around minute eight, she pauses the formal deck and opens it up: ""What questions do you have?"" There's a beat of silence — there always is — and then the head of sales asks something about competitive positioning. A short back-and-forth follows between two or three people. She listens more than she talks during this stretch, occasionally steering the conversation back when it drifts toward tactical details better suited for a smaller meeting.

By minute ten she's wrapping the open discussion, flagging one or two items that need follow-up owners, and glancing at the agenda to transition to the next topic. The laptop stays open but she's no longer clicking through slides — she's looking at people.",she closes her laptop immediately and announces she's resigning. give 3 explanations.,"Three explanations for the abrupt pivot:

**She's been pushed out and is controlling the narrative.** The board or a key investor faction already forced her hand behind closed doors — maybe over a strategic disagreement, maybe over something the company's lawyers flagged. Opening the laptop and starting the quarterly deck was theater: she wanted everyone seated, attentive, and in ""normal meeting"" mode before dropping the news, because announcing a resignation to a room that's already braced for something feels weaker than announcing it to a room that thought today was routine. Closing the laptop is the punctuation mark — it says ""the numbers don't matter anymore, this is what matters."" She likely has a statement prepared, a transition plan ready to reference, and possibly a successor she's about to name or endorse. The quarterly results she never presented are probably fine, even good — she wants to leave on a high watermark, and delaying even one more quarter risked that.

**She's leaving for something she can't yet name.** A government appointment, a competitor, a company she's founding — something covered by an NDA or a sensitivity window. She can't say where she's going, which means she can't give the real reason, which means any extended Q&A becomes a minefield. So she's engineered the moment to be short and declarative. The laptop closure is a boundary: no slides, no data discussion, no segue back to business-as-usual. She'll say something like ""I'll share more soon, but I wanted you to hear it from me first and in person."" The resignation is effective in 30 or 60 days, giving the board time to activate a succession plan she's already helped draft. Her calm demeanor and the fact that she showed up at all (rather than sending a letter) suggests this is voluntary and she's at peace with it.

**She just received information that changed everything.** Between preparing those slides and walking into the room, something landed — a legal exposure, a personal health diagnosis, a family crisis, a regulatory action she now knows is coming. The laptop opening was autopilot; she sat down intending to run the meeting normally and realized in those first few seconds that she couldn't. The closure of the laptop isn't staged — it's the moment she abandons the script. The executives will read her face and know instantly this isn't a power move or a career transition. The room goes very quiet. She keeps it brief not because she's controlled but because she doesn't trust herself to say more. Someone — probably the longest-tenured board member or the CFO — will gently take over the meeting after she leaves the room.","REFERENCES_VIOLATION: 8
COHERENCE: 9
NON_POSTHOC: 9",8,9,9,8.7
8_world_model,claude-sonnet-4-6,restaurant,0,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.",The waiter walks over and takes his order.,"actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations:

1. **He spotted someone he wanted to avoid.** The restaurant is crowded during lunch rush — an ex, a difficult colleague, or someone he owes money to may have walked in or been seated nearby, and leaving felt easier than the awkward encounter.

2. **He got an urgent call or message.** While studying the menu, he may have glanced at his phone and seen something requiring immediate attention — a work emergency, a family issue, or a meeting he suddenly realized he was late for. The $20 covers the inconvenience of having taken a table.

3. **The wait time was too long.** During a lunch rush, a waiter's ""wave back"" acknowledgment can mean *five more minutes* rather than immediate service. After sitting and waiting, he may have done the mental math — not enough time on his lunch break — and cut his losses before even ordering.","REFERENCES_VIOLATION: 6
COHERENCE: 9
NON_POSTHOC: 7",6,9,7,7.5
8_world_model,claude-sonnet-4-6,restaurant,1,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.",The waiter walks over and takes his order.,"actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible reasons:

1. **He spotted someone he wanted to avoid.** A coworker, an ex, or someone he owes money to walked in or was already seated nearby, and leaving quietly felt easier than an awkward encounter.

2. **He got an urgent message or call.** In the 60 seconds between sitting down and waving at the waiter, he checked his phone and saw something that required him to leave immediately — a work emergency, a family issue, a meeting moved up.

3. **The wait felt too long.** During a lunch rush, waiters are slammed. After waving and being ignored or getting a ""be right with you"" signal, he did a quick mental calculation — time he had, hunger level, faster options nearby — and decided it wasn't worth it. The $20 covers a drink or bread he may have already had, or he just left it as a courtesy for occupying the table.","REFERENCES_VIOLATION: 4
COHERENCE: 9
NON_POSTHOC: 7",4,9,7,6.9
8_world_model,claude-sonnet-4-6,restaurant,2,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.",The waiter walks over and takes his order.,"actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations:

1. **He spotted someone he wanted to avoid.** Maybe an ex, a difficult coworker, or someone he owes money to walked in — and slipping out quietly felt easier than an awkward encounter.

2. **He got an urgent message or call.** In the 60 seconds between sitting down and flagging the waiter, he could have checked his phone and seen something that required him to leave immediately — a work emergency, a family issue, a meeting moved up.

3. **The wait felt too long.** During a lunch rush, if he watched the waiter ignore him or saw how backed up the kitchen was, he may have done a quick mental calculation and decided he didn't have time — the $20 left behind as a gesture for having occupied the table.","REFERENCES_VIOLATION: 4
COHERENCE: 8
NON_POSTHOC: 6",4,8,6,6.2
8_world_model,claude-sonnet-4-6,restaurant,3,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.",The waiter will walk over to take his order.,"actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations:

1. **He got an urgent call or text.** While waving at the waiter, he checked his phone and saw something that required him to leave immediately — a work emergency, a message about a sick family member, or a reminder that he was already late for something else.

2. **The wait looked too long.** During the lunch rush, he may have caught the waiter's eye but read the room — servers visibly overwhelmed, other tables waiting — and calculated he wouldn't be served in time to make it back to work. The $20 was a courtesy tip for occupying the table.

3. **He saw someone he wanted to avoid.** A difficult ex, a boss he'd called in sick to dodge, a person he owed money to — spotting them enter the restaurant or walk past the window would be more than enough reason to quietly disappear before eye contact was made.","REFERENCES_VIOLATION: 6
COHERENCE: 9
NON_POSTHOC: 7",6,9,7,7.5
8_world_model,claude-sonnet-4-6,restaurant,4,"a man walks into a restaurant during the lunch rush. he sits at a corner table, looks at the menu carefully, and waves at the waiter. what is most likely to happen in the next 60 seconds? give one specific prediction.",The waiter walks over and takes his order.,"actually, the man stands up abruptly, leaves a $20 bill on the table, and walks out without ordering. why might he have done that? give 3 plausible explanations.","Here are three plausible explanations:

1. **He got an urgent call or text.** While looking at the menu, he received a message — a family emergency, a work crisis, a meeting moved up — and had to leave immediately. The $20 covers any inconvenience for occupying the table.

2. **The wait seemed too long.** During a lunch rush, he may have realized the restaurant was overwhelmed — no waiter came quickly enough, or he overheard a nearby table say the kitchen was backed up 30 minutes. On a tight lunch break, he cut his losses and left.

3. **He recognized someone he wanted to avoid.** A difficult ex, a boss he'd called in sick to avoid, a client he wasn't ready to face — spotting a familiar face across the room was enough to make him quietly slip out before being seen.","REFERENCES_VIOLATION: 4
COHERENCE: 8
NON_POSTHOC: 6",4,8,6,6.2
8_world_model,claude-sonnet-4-6,interview,0,"someone walks into a job interview wearing a suit. they shake hands firmly, sit down, and answer the interviewer's first question clearly. what's likely to happen in the next few minutes?","The interview continues — the interviewer asks more questions, the candidate answers them, and both sides try to figure out if there's a good fit. The candidate's strong start (professional dress, confident handshake, clear answer) probably creates a positive first impression, so the tone is likely cordial and the interviewer is engaged.

From there, questions typically progress from background (""tell me about yourself"") to experience (""walk me through your last role"") to situational or skills-based questions. The candidate might ask some questions of their own toward the end.

Whether it goes well overall depends on what comes next — the opening signals competence and professionalism, but the substance of the conversation is what seals it.","30 seconds into the interview, the candidate stands up, apologizes, and walks out of the room. why might they have done that? generate 3 explanations.","Here are three plausible explanations:

**A sudden personal emergency.** They received a silent notification — a text or vibration — signaling something urgent: a family member in crisis, a medical alert, a call from their child's school. Apologizing before leaving suggests they felt the need to acknowledge the disruption rather than just bolt.

**Overwhelming anxiety or a panic attack.** Sometimes nerves that seem manageable suddenly aren't. The physical reality of the room — the eye contact, the formality, the stakes — can trigger a fight-or-flight response that overrides preparation. Leaving quickly while still being polite (""I'm sorry"") fits someone trying to hold it together just enough to exit gracefully.

**They decided the job wasn't right for them.** In the first 30 seconds, candidates are also evaluating the interviewer. Something might have signaled a red flag — a dismissive tone, something on a visible whiteboard, an offhand comment — that made them conclude the role or company wasn't what they wanted. Rather than sit through an hour they'd already mentally checked out of, they chose to be honest and leave early.","REFERENCES_VIOLATION: 7
COHERENCE: 9
NON_POSTHOC: 6",7,9,6,7.5
8_world_model,claude-sonnet-4-6,interview,1,"someone walks into a job interview wearing a suit. they shake hands firmly, sit down, and answer the interviewer's first question clearly. what's likely to happen in the next few minutes?","The interview continues — the interviewer asks follow-up questions, the candidate answers them, maybe there's some back-and-forth about experience or the role. The tone is probably fairly positive given the solid first impression, so the conversation stays engaged rather than stilted. Eventually they'd get into specifics: background, skills, why they want the job, situational questions. If it's going well, the candidate might start asking their own questions about the company or team.

Basically, a fairly normal, reasonably promising job interview plays out.","30 seconds into the interview, the candidate stands up, apologizes, and walks out of the room. why might they have done that? generate 3 explanations.","A few plausible reasons:

1. **A sudden physical emergency** — they felt a wave of nausea, dizziness, or had an urgent bathroom need. The apology suggests they weren't being rude intentionally; something hit them fast and they had to go.

2. **They received a critical notification** — a silent phone buzz signaling a family emergency, a medical alert, or news that made continuing impossible. They stepped out to deal with it rather than sit there distracted.

3. **An overwhelming anxiety response** — interview nerves escalated into a panic attack or a moment where they simply couldn't continue. Sometimes people reach a threshold and need to remove themselves; the apology fits someone who is embarrassed but unable to push through it.","REFERENCES_VIOLATION: 3
COHERENCE: 8
NON_POSTHOC: 5",3,8,5,5.6
8_world_model,claude-sonnet-4-6,interview,2,"someone walks into a job interview wearing a suit. they shake hands firmly, sit down, and answer the interviewer's first question clearly. what's likely to happen in the next few minutes?","The interview continues — the interviewer asks follow-up questions, the candidate answers, they go back and forth covering experience, skills, and fit for the role. There might be some small talk to ease the atmosphere. The candidate probably asks a question or two about the role or company. Eventually the interviewer wraps up, explains next steps, and they part ways professionally.

Basically: a pretty standard, reasonably promising job interview unfolds.","30 seconds into the interview, the candidate stands up, apologizes, and walks out of the room. why might they have done that? generate 3 explanations.","Here are three plausible explanations:

**A sudden physical emergency.** They felt a wave of nausea, dizziness, or intense pain — something that couldn't wait. Stepping out immediately was the only option, and the apology was a reflexive attempt to stay professional despite the circumstances.

**An urgent outside situation.** Their phone buzzed with a notification they glimpsed mid-handshake — a family emergency, a call from their child's school, something that overrode everything else happening in the room. They excused themselves to deal with it.

**Overwhelming anxiety or a change of heart.** Sometimes nerves peak right as the interview begins, or something about the room, the interviewer, or the role suddenly crystallizes a feeling that this isn't right. They made a split-second decision to leave rather than push through — the apology suggesting they knew it was abrupt but couldn't stay anyway.","REFERENCES_VIOLATION: 4
COHERENCE: 8
NON_POSTHOC: 5",4,8,5,5.9
8_world_model,claude-sonnet-4-6,interview,3,"someone walks into a job interview wearing a suit. they shake hands firmly, sit down, and answer the interviewer's first question clearly. what's likely to happen in the next few minutes?","The interview continues — the interviewer asks follow-up questions, the candidate responds, there's some back-and-forth about experience and qualifications, maybe a question or two about the role or company culture. The tone is probably fairly positive given the strong first impression, so the conversation likely flows reasonably well.

Eventually they'd wrap up with next steps, a timeline for decisions, and the candidate probably asks a question or two of their own.

Is there something specific you're thinking about — interview prep, writing a scene, something else?","30 seconds into the interview, the candidate stands up, apologizes, and walks out of the room. why might they have done that? generate 3 explanations.","A few plausible reasons:

1. **A sudden medical issue** — nausea, dizziness, or a panic attack kicking in. The adrenaline of a high-stakes moment can trigger a physical response, and they may have stepped out to collect themselves rather than push through visibly struggling.

2. **An urgent emergency notification** — a phone on silent that they glanced at mid-answer showing something they couldn't ignore, like a family crisis or a message that changed everything. Stepping out immediately is more respectful than becoming distracted for the rest of the interview.

3. **A gut feeling about the role** — sometimes the first real question reveals something about the job, the culture, or the interviewer that makes a candidate realize this isn't what they thought it was. Rather than waste both parties' time, they made a quick and honest exit.","REFERENCES_VIOLATION: 3
COHERENCE: 8
NON_POSTHOC: 4",3,8,4,5.3
